title,critic_score,audience_score,runtime,mpaa_rating,studio,theater_release_date,dvd_release_date,streaming_release_date,genre,casts,directors,link
Alien: Covenant,65,55,2h 2m,R,Brandywine Productions,"May 19, 2017",,"Jul 10, 2017","['scifi', 'mysteryandthriller', 'horror']","['Mark Huffam', 'Michael Schaefer', 'Katherine Waterston', 'Carmen Ejogo', 'Nathaniel Dean', 'John Logan', 'Demián Bichir', 'David Giler', 'Dariusz Wolski', 'Ridley Scott', 'Walter Hill', 'Amy Seimetz', 'Danny McBride', 'Callie Hernandez', 'Billy Crudup', 'Dante Harper', 'Michael Fassbender', 'Pietro Scalia', 'Jussie Smollett']",['Ridley Scott'],https://www.rottentomatoes.com/m/alien_covenant
Creature,10,17,1h 35m,R,The Bubble Factory,"Sep 9, 2011",,"Nov 18, 2016",['horror'],"['Chris Conlee', 'Pruitt Taylor Vince', 'Mehcad Brooks', 'Bill Sheinberg', 'Jonathan Sheinberg', 'Kevin Haskins', 'Lauren Schneider', 'Aaron Hill', 'Sid Haig', 'Christopher Faloona', 'Dillon Casey', 'Paul Mason', 'Tracy Morse', 'Serinda Swan', 'Daniel Bernhardt', 'Sid Sheinberg', 'Amanda Fuller', 'Fred Andrews', 'David Jensen']",['Fred Andrews'],https://www.rottentomatoes.com/m/creature_2011
Thanks for Sharing,50,43,1h 52m,R,Olympus Pictures,"Sep 20, 2013",,"Sep 1, 2015","['drama', 'romance']","['Gwyneth Paltrow', 'Leslie Urdang', 'Carol Kane', 'Mark Ruffalo', 'Matt Winston', 'Yaron Orbach', 'Joely Richardson', 'Alecia Moore', 'Patrick Fugit', 'Stuart Blumberg', 'David Koplan', 'Dean Vanech', 'Tim Robbins', 'Josh Gad', 'Mirande de Pencier', 'Edward Norton', 'William Migliore']",['Stuart Blumberg'],https://www.rottentomatoes.com/m/thanks_for_sharing
The Night Before,69,61,1h 41m,R,Point Grey,"Nov 20, 2015",,"Oct 16, 2016","['comedy', 'other']","['Joseph Gordon-Levitt', 'Helene Yorke', 'Ariel Shaffir', 'Seth Rogen', 'Ilana Glazer', 'Nathan Kahane', 'Joe Drake', 'Jonathan Levine', 'Anthony Mackie', 'Lizzy Caplan', 'James Weaver', 'Aaron Hill', 'Michael Shannon', 'Evan Goldberg', 'Mindy Kaling', 'Jillian Bell', 'Kyle Hunter']",['Jonathan Levine'],https://www.rottentomatoes.com/m/the_night_before_2015
Idiots and Angels,93,76,1h 18m,,,,,"May 16, 2017","['animation', 'comedy', 'drama']",['Bill Plympton'],['Bill Plympton'],https://www.rottentomatoes.com/m/idiots_and_angels
"Easter Bunny, Kill! Kill!",100,,1h 30m,,Crappy World Films,,,"May 3, 2017",['horror'],"['Ernesto Redarta', 'Trent Haaga', 'Marina Blumenthal', 'Chad Ferrin', 'Max Haaga', 'Charlotte Marie', 'Ricardo Gray', 'Jose I. Lopez', 'Timothy Muskatell', 'Kirk Sever', 'David Z. Stamp']",['Chad Ferrin'],https://www.rottentomatoes.com/m/easter_bunny_kill_kill
Darbareye Elly,99,84,1h 59m,,,,,"Aug 10, 2016","['drama', 'mysteryandthriller']","['Golshifteh Farahani', 'Shahab Hosseini', 'Payman Maadi', 'Andrea Bauer', ""Ra'na Azadivar"", 'Hayedeh Safiyari', 'Ahmad Mehranfar', 'Taraneh Alidoosti', ""Merila Zare'i"", 'Azad Jafarian', 'Simaye Mehr', 'Mahmoud Razavi', 'Saber Abbar', 'Asghar Farhadi', 'Hossein Djafarian', 'Mani Haghighi']",['Asghar Farhadi'],https://www.rottentomatoes.com/m/about_elly
Hello Herman,20,73,1h 25m,,,,,"Nov 18, 2016",['drama'],"['Martha Higareda', 'Jerry Katell', 'Christian Kinnard', 'Alec George', 'Rob Estes', 'Alex Neuberger', 'Andy McPhee', 'Sabrina Debler', 'Jeff Beal', 'John Buffalo Mailer', 'Norman Reedus', 'Valerie Debler', 'Sandra Valde-Hansen', 'Michelle Danner', 'Jordan White', 'Garrett Backstrom', 'Dickran Dadourian', 'Micah Vincent', 'Jake White', 'Benjamin Statler']",['Michelle Danner'],https://www.rottentomatoes.com/m/hello_herman_2012
Under the Gun,100,42,1h 50m,R,,,,"Jun 7, 2017",['documentary'],"['Michelle Walrath', 'Josh Salzman', 'Joshua Kunau', 'Olivia Ahnemann', 'Brian David Lazarte', 'Mark Monroe', 'Stephanie Soechtig', 'Katie Couric', 'Regina Kulik Scully']",['Stephanie Soechtig'],https://www.rottentomatoes.com/m/under_the_gun_2016
The Waiting City,75,52,1h 49m,R,,,,"Jun 26, 2016",['drama'],"['Michael Yezerski', 'Joel Edgerton', 'Claire McCarthy', 'Tanushree Shankar', 'Isabel Lucas', 'Mark Horowitz', 'Dana Roy', 'Samrat Chakrabarti', 'Barun Chanda', 'Denson Baker', 'Radha Mitchell', 'Jamie Hilton', 'Tillotama Shome']",['Claire McCarthy'],https://www.rottentomatoes.com/m/waiting_city
Ursula von Rydingsvard: Into Her Own,100,,57m,,,"May 29, 2020",,"Jun 5, 2020",['documentary'],"['Ken Kobland', 'Daniel Traub', 'Simon Taufique']",['Daniel Traub'],https://www.rottentomatoes.com/m/ursula_von_rydingsvard_into_her_own
Shirkers,100,78,1h 36m,,,"Oct 26, 2018",,"Oct 26, 2018",['documentary'],"['Sandi Tan', 'Jessica Levin', 'Ishai Adar', 'Lucas Celler', 'Kimberley Hassett', 'Maya Rudolph', 'Iris Ng']",['Sandi Tan'],https://www.rottentomatoes.com/m/shirkers
Antiviral,66,40,1h 48m,,,,,"Mar 29, 2017","['scifi', 'mysteryandthriller', 'horror']","['Joe Pingue', 'Matt Watts', 'Caleb Landry Jones', 'Dawn Greenhalgh', 'Sarah Gadon', 'Arvinder Grewal', 'Brandon Cronenberg', 'Karim Hussain', 'Deirdre Bowen', 'Niv Fichman', 'Victor Loewy', 'Malcolm McDowell', 'E.C. Woodley', 'Douglas Smith', 'Mark Slone', 'Matthew Hannam', 'Nicholas Campbell']",['Brandon Cronenberg'],https://www.rottentomatoes.com/m/antiviral
Satan Hates You,33,0,1h 34m,,,,,"Jan 26, 2017",['horror'],"['Jennifer Boutell', 'Chase Tyler', 'Don Wood', 'John Levene', 'Michael Berryman', 'Reggie Bannister', 'Eric Branco', 'Debbie Rochon', 'Lisa Wisely', 'Jeremiah Kipp', 'Larry Fessenden', 'Christine Spencer', 'James Felix McKenney', 'Ruth Kulerman', 'Angus Scrimm']",['James Felix McKenney'],https://www.rottentomatoes.com/m/satan_hates_you
Badland,50,46,1h 57m,,Papa Octopus Productions,"Nov 1, 2019",,"Nov 1, 2019",['western'],"['Toby Bronson', 'James Russo', 'Wes Studi', 'Tony Todd', 'Steven Hryciw', 'Jeff Fahey', 'Trace Adkins', 'Mira Sorvino', 'Kevin Makely', 'Bruce Dern', 'Amanda Wyss', 'Shawn Nightingale', 'Justin Lee', 'Idan Menin', 'Michael Tang', 'Jared Forman']",['Justin Lee'],https://www.rottentomatoes.com/m/badland
The Big Fix,86,84,1h 48m,,,"Nov 11, 2011",,"Dec 1, 2020",['documentary'],"['Rebecca Harrell Tickell', ""Johnny O'Hara"", 'Peter Fonda', 'Maggie Wachsberger', 'Tim Robbins', 'Josh Tickell']","['Josh Tickell', 'Rebecca Harrell Tickell']",https://www.rottentomatoes.com/m/the_big_fix
Roseanne for President!,60,32,1h 37m,,Full Moon & High Tide,"Jul 1, 2016",,"Dec 20, 2016",['documentary'],"['Roseanne Barr', 'James Moore', 'Eric Weinrib', ""Rosie O'Donnell"", 'Tom Smothers', 'Michael Moore', 'Sandra Bernhard']",['Eric Weinrib'],https://www.rottentomatoes.com/m/roseanne_for_president
Delivery,71,30,1h 27m,,,"May 30, 2014",,"Nov 30, 2016","['mysteryandthriller', 'horror']","['Laurel Vail', 'Rebecca Brooks', 'David Alan Graf', 'Colter Allison', 'Lance Buckner', 'Daniel Cossu', 'Consuelo Bingham Mira', 'Rob Cobuzio', 'Danny Barclay', 'Barbara Reyes', 'Brian Netto', 'Peter McGlynn', 'Marc Manus', 'Adam Schindler', 'Andy Bates']",['Brian Netto'],https://www.rottentomatoes.com/m/delivery_the_beast_within
"America, America",67,85,2h 48m,,Warner Brothers,,,"Nov 22, 2016",['drama'],"['Gene Callahan', 'Manos Hadjidakis', 'Linda Marsh', 'Elena Karam', 'Paul Mann', 'Dede Allen', 'Lou Antonio', 'Estelle Hemsley', 'Gregory Rozakis', 'Elia Kazan', 'Stathis Giallelis', 'John Marley', 'Haskell Wexler', 'Frank Wolff', 'Anna Hill Johnstone']",['Elia Kazan'],https://www.rottentomatoes.com/m/america_america
A Place at the Table,90,73,1h 24m,PG,,"Mar 1, 2013",,"Feb 4, 2017",['documentary'],"['Ryan Harrington', 'Lori Silverbush', 'Julie Goldman', 'Diane Weyermann', 'Christina Weiss Lurie', 'Jeffrey Lurie', 'Jeff Skoll', 'Kristi Jacobson']","['Lori Silverbush', 'Kristi Jacobson']",https://www.rottentomatoes.com/m/a_place_at_the_table_2013
Canopy,75,35,1h 24m,PG-13,,"Aug 29, 2014",,"Oct 21, 2014","['history', 'drama', 'war']","['Edwina Wren', 'Michael Favelle', 'Robert Menzies', 'Aaron Wilson', 'Morning Tzu-Yi Mo', 'Shaun Miller', 'Khan Chittenden', 'Katrina Fleming']",['Aaron Wilson'],https://www.rottentomatoes.com/m/canopy
Boy and the World,93,77,1h 20m,PG,Filme de Papel,"Dec 11, 2015",,"Oct 4, 2016","['animation', 'kidsandfamily', 'adventure']","['Gustavo Kurlat', 'Nestor Chiesse', 'Melissa Garcia', 'Tita Tessler', 'Ruben Feffer', 'Vinicius Garcia', 'Felipe Zilse', 'Fernanda Carvalho', 'Marco Aurélio Campos', 'Alê Abreu', 'Lu Horta', 'Patrícia Pichamone']",['Alê Abreu'],https://www.rottentomatoes.com/m/boy_and_the_world
Kid Cannabis,71,64,1h 50m,,Wingman Productions,,,"Apr 18, 2014","['crime', 'comedy', 'drama']","['Mia Chang', 'John Stockwell', 'Ron Perlman', 'Bryce Hodgson', 'Lochlyn Munro', 'Mark Binelli', 'Kenny Wormald', 'Jonathan Daniel Brown', 'Aaron Yoo', 'Gordon Bijelonic', 'John C. McGinley', 'Datari Turner', 'Alison Lee', 'Michael Becker', 'Alan Pao', 'Corey Large']",['John Stockwell'],https://www.rottentomatoes.com/m/kid_cannabis
Faith Connections,40,82,1h 55m,,Jungle Book Entertainment,,,"Aug 10, 2016","['documentary', 'biography', 'drama']","['Raphael Berdugo', 'Anuj Dhawan', 'Cyril Morin', 'Gaurav Dhingra', 'Swapnil Sonawane', 'Pan Nalin', 'Virginie Lacombe']",['Pan Nalin'],https://www.rottentomatoes.com/m/faith_connections
Dirty Cops - War on Everyone,61,37,1h 38m,R,Reprisal Films,,,"Mar 30, 2017",['comedy'],"['Compton Ross', 'Tessa Thompson', 'Stephanie Sigman', 'Chris Clark', 'Caleb Landry Jones', 'Flora Fernandez-Marengo', 'Tait Fletcher', 'Malcolm Barrett', 'Phil Hunt', 'Elliot Ross', 'Hilary Davis', 'Paul Reiser', 'John Michael McDonagh', 'Alexander Skarsgård', 'Stephen Kelliher', 'Michael Peña', 'Fenella Ross', 'Theo James']",['John Michael McDonagh'],https://www.rottentomatoes.com/m/war_on_everyone
Killer Kate!,71,55,1h 20m,,Feld Films,"Oct 26, 2018",,"Oct 26, 2018","['mysteryandthriller', 'horror']","['Alexandra Feld', 'Jesse Pruett', 'Amaris Davidson', 'David Feld', 'Brandon Bales', 'Danielle Burgess', 'Elliot Feld', 'Daniel Moya', 'Tiffany Shepis', 'Grant Lyon', 'Abby Eiland', 'Daud Sani', 'Preston Flagg']",['Elliot Feld'],https://www.rottentomatoes.com/m/killer_kate
Pearl,57,,1h 33m,,Jung N Restless Productions Inc.,"Aug 11, 2020",,"Aug 11, 2020",['drama'],"['Bruce Davison', 'Barbara Williams', 'Nestor Carbonell', 'Jeffrey White', 'Vaughan Edwards', 'Melissa Macedo', 'Sarah Carter', 'Gary Fleder', 'John S. Bartley', 'Jean Crupper', 'Anthony LaPaglia', 'Paul Haslinger', 'Morgan Roberts', 'Bobby Roth', 'Smitty Smith', 'Larsen Thompson']",['Bobby Roth'],https://www.rottentomatoes.com/m/pearl_2020
Equals,36,42,1h 41m,PG-13,Scott Free Productions,"Jul 15, 2016",,"Nov 18, 2016","['scifi', 'drama', 'romance']","['Michael Schaefer', 'David Selby', 'Scott Lawrence', 'Jacki Weaver', 'Nathan Parker', 'Nicholas Hoult', 'Russell Levine', 'Ridley Scott', 'Drake Doremus', 'Kate Lyn Sheil', 'Michael Pruss', 'Kristen Stewart', 'Guy Pearce', 'Bel Powley', 'Jared D. Underwood', 'Jay Stern', 'Toby Huss', 'Ann Ruark', 'Chip Diggins']",['Drake Doremus'],https://www.rottentomatoes.com/m/equals_2016
Five Minutes of Heaven,75,60,1h 30m,R,Ruby Films,"Aug 21, 2009",,"Sep 27, 2016",['drama'],"['Gerard Jordan', 'Patrick Spence', ""Eoin O'Callaghan"", ""Kevin O'Neill"", 'François Ivernel', 'James Nesbitt', 'Oliver Hirschbiegel', 'Cameron McCracken', 'Ed Guiney', 'Anamaria Marinca', 'Conor MacNeill', 'Guy Hibbert', 'Liam Neeson', 'Richard Dormer', 'Mark Davison', 'Paul Trijbits', 'Andrew Lowe', 'Stephen Wright']",['Oliver Hirschbiegel'],https://www.rottentomatoes.com/m/1213994-five_minutes_of_heaven
Beautiful Creatures,47,54,2h 3m,PG-13,3 Arts Entertainment,"Feb 14, 2013",,"Feb 15, 2014","['fantasy', 'romance']","['Eileen Atkins', 'Jeremy Irons', 'David Valdes', 'Erwin Stoff', 'Viola Davis', 'Thomas Mann', 'Emma Thompson', 'Richard Sherman', 'Broderick Johnson', 'Margo Martindale', 'Zoey Deutch', 'Emmy Rossum', 'Philippe Rousselot', 'Richard LaGravenese', 'Yolanda T. Cochran', 'Alice Englert', 'Alden Ehrenreich', 'Molly Mickler Smith', 'Andrew A. Kosove']",['Richard LaGravenese'],https://www.rottentomatoes.com/m/beautiful_creatures_2013
Bereavement,44,30,1h 43m,R,Aurilia Arts Productions,,,"Mar 16, 2017","['crime', 'mysteryandthriller', 'drama', 'horror']","['Stevan Mena', 'Nolan Gerard Funk', 'Timothy J. Bristoll', 'Valentina de Angelis', 'Vincent Butta', 'Peyton List', 'Michael Biehn', 'Chris Aurilia', 'Alexandra Daddario', 'Marco Cappetta', 'Jerry Aurilia', 'John Savage', 'Kathryn Meisle', 'Spencer List', 'Ashley Wolfe', 'Tom Bambard', 'Brett Rickaby']",['Stevan Mena'],https://www.rottentomatoes.com/m/bereavement
Most Likely to Murder,62,45,1h 20m,R,Lionsgate,"May 1, 2018",,"Apr 24, 2018",['comedy'],"['Constance Shulman', 'Rachel Bloom', 'Vincent Kartheiser', 'Didi Conn', 'Ethan Phillips', 'Adam Pally', 'Joshua Blum', 'Petra Ahmann', 'John Reynolds', 'Charlie Gruet', 'Dan Gregor', 'Doug Mand', 'Michael Kostroff', 'Julia Goldani Telles']",['Dan Gregor'],https://www.rottentomatoes.com/m/most_likely_to_murder
Very Good Girls,19,33,1h 31m,R,Groundswell Productions,,,"Jun 23, 2014",['drama'],"['Demi Moore', 'Naomi Foner', 'Boyd Holbrook', 'Michael London', 'Janice Williams', 'Mary Jane Skalski', 'Peter Sarsgaard', 'Clark Gregg', 'Hawk Koch', 'Dakota Fanning', 'Lee Clay', 'Ellen Barkin', 'Peter D. Graves', 'Elizabeth Olsen', 'Norton Herrick', 'Kiernan Shipka', 'Richard Dreyfuss', 'Gale Anne Hurd', 'Clare Foley']",['Naomi Foner'],https://www.rottentomatoes.com/m/very_good_girls
Mara,28,24,1h 38m,R,Room 101 Inc.,"Sep 7, 2018",,"Sep 8, 2018","['mysteryandthriller', 'horror']","['Mackenzie Imsand', 'Jonathan Frank', 'Olga Kurylenko', 'Lance E. Nichols', 'Craig Conway', 'Jacob Grodnik', 'Emil Topuzov', 'Daniel Grodnik', 'Rosie Fellner', 'Kathy McGraw', 'Myles Nestel', 'Steven Schneider', 'Scott Mann', 'James Edward Barker', 'Javier Botet', 'Mitch Eakins', 'Clive Tonge', 'Melissa Bolona', 'Mary Aloe', 'Craig Chapman']",['Clive Tonge'],https://www.rottentomatoes.com/m/mara_2018
Crazy Heart,90,76,1h 52m,R,Informant Media,"Feb 5, 2010",,"Nov 25, 2015","['drama', 'romance']","['Tom Bower', 'Colin Farrell', 'William Marquez', 'James Keane', 'Paul Herman', 'Judy Cairo', 'Scott Cooper', 'Michael A. Simpson', 'Eric Brenner', 'Robert Duvall', 'T Bone Burnett', 'Rick Dial', 'Leslie Belzberg', 'Jeff Bridges', 'Ryan Bingham', 'Rob Carliner', 'Maggie Gyllenhaal']",['Scott Cooper'],https://www.rottentomatoes.com/m/crazy_heart
Rough Night,45,29,1h 36m,R,Matt Tolmach Productions,"Jun 16, 2017",,"Jul 10, 2017",['comedy'],"['Ty Burrell', 'Lucia Aniello', 'Demi Moore', 'Matt Tolmach', 'Zoë Kravitz', 'Ilana Glazer', 'Paul W. Downs', 'Kate McKinnon', 'Scarlett Johansson', 'Enrique Murciano', 'Matthew Hirsch', 'Craig Alpert', 'Sean Porter', 'Ryan Cooper', 'Jillian Bell', 'Dave Becky']",['Lucia Aniello'],https://www.rottentomatoes.com/m/rough_night
Lazer Team,60,69,1h 42m,PG-13,,"Jan 27, 2016",,"Feb 3, 2017","['action', 'scifi', 'comedy']","['Kirk Johnson', 'Gavin Free', 'Burnie Burns', 'Steve Shearer', 'Johnny Walter', 'Josh Flanagan', 'Allie DeBerry', 'Benjamin Scott', 'Chris Demarais', 'Doreen Copeland', 'Michael Jones', 'Philip Roy', 'Alan Ritchson', 'Colton Dunn', 'Matt Hullum']",['Matt Hullum'],https://www.rottentomatoes.com/m/lazer_team
Carrie,50,44,1h 39m,R,Misher Films,"Oct 18, 2013",,"Nov 29, 2016",['horror'],"['Portia Doubleday', 'Nigel Churcher', 'Chloë Grace Moretz', 'Samantha Weinstein', 'Barry Shabaka Henley', 'Lawrence D. Cohen', 'Lee Percy', 'Steve Yedlin', 'Ansel Elgort', 'Kevin Misher', 'Julianne Moore', 'Marco Beltrami', 'Nancy Richardson', 'Karissa Strain', 'Alex Russell', 'Judy Greer', 'Kimberly Peirce', 'Carol Spier', 'Gabriella Wilde', 'Roberto Aguirre-Sacasa']",['Kimberly Peirce'],https://www.rottentomatoes.com/m/carrie
Trial by Fire,61,74,2h 7m,R,Roadside Attractions,"May 17, 2019",,"Jul 30, 2019","['drama', 'biography']","['Kathryn Dean', 'Jason Douglas', 'Emily Meade', 'John Guleserian', ""Jack O'Connell"", 'Chris Coy', 'Allyn Stewart', 'Carlos Gómez', 'Jade Pettyjohn', 'Jeff Perry', 'McKinley Belcher III', 'Geoffrey Fletcher', 'Edward Zwick', 'Kipp Nelson', 'Alex Soros', 'Marshall Herskovitz', 'Laura Dern', 'Steven Rosenblum']",['Edward Zwick'],https://www.rottentomatoes.com/m/trial_by_fire
Reclaim,0,27,1h 36m,R,Garlin Pictures,"Sep 19, 2014",,"Jan 15, 2016",['mysteryandthriller'],"['Luke Davies', 'Briana Roy', 'Luis Guzmán', 'Fredrik Malmberg', 'Ian Sutherland', 'Ryan Phillippe', 'Jacki Weaver', 'Jandres Burgos', 'Alan White', 'Gary Hamilton', 'Mike Garawy', 'Rachelle Lefevre', 'Josh Etting', 'Silvio Muraglia', 'John Cusack', 'Veronica Faye Foo', 'Brian R. Etting', 'Carmine Gaeta']",['Alan White'],https://www.rottentomatoes.com/m/reclaim_2014
The Ghost Writer,84,70,2h 9m,PG-13,RP Films 11,"Mar 19, 2010",,"Aug 26, 2016","['drama', 'mysteryandthriller']","['Dinah Collin', 'Ewan McGregor', 'Albrecht Konrad', 'Jim Belushi', 'Robert Harris', 'Kim Cattrall', 'Hervé de Luze', 'Roman Polanski', 'Eli Wallach', 'Olivia Williams', 'Paweł Edelman', 'Timothy Hutton', 'Tom Wilkinson', 'Pierce Brosnan', 'Robert Benmussa', 'Robert Pugh', 'Alain Sarde']",['Roman Polanski'],https://www.rottentomatoes.com/m/10012063-ghost_writer
The Lobster,87,65,1h 58m,R,Element Pictures,"Jun 3, 2016",,"Jul 27, 2016","['scifi', 'fantasy', 'drama', 'romance']","['Colin Farrell', 'Ashley Jensen', 'Tessa Ross', 'Angeliki Papoulia', 'Ceci Dempsey', 'Yorgos Lanthimos', 'Léa Seydoux', 'John C. Reilly', 'Ariane Labed', 'Ed Guiney', 'Sam Lavender', 'Efthimis Filippou', 'Olivia Colman', 'Rachel Weisz', 'Andrew Lowe', 'Ben Whishaw', 'Michael Smiley', 'Lee Magiday']",['Yorgos Lanthimos'],https://www.rottentomatoes.com/m/the_lobster
Logan,93,90,2h 17m,R,Marvel Entertainment,"Mar 3, 2017",,"May 16, 2017","['action', 'fantasy', 'adventure']","['Stan Lee', 'Eriq La Salle', 'Boyd Holbrook', 'Hugh Jackman', 'James Mangold', 'Josh McLaglen', 'Elise Neal', 'Michael Green', 'Lauren Shuler Donner', 'Hutch Parker', 'Dafne Keen', 'Doris Morgado', 'Joseph M. Caracciolo Jr.', 'Elizabeth Rodriguez', 'Stephen Merchant', 'Patrick Stewart', 'Scott Frank', 'Richard E. Grant', 'Simon Kinberg']",['James Mangold'],https://www.rottentomatoes.com/m/logan_2017
Won't Back Down,35,61,2h 1m,PG,Gran Via,"Sep 28, 2012",,"Nov 25, 2015",['drama'],"['Marianne Jean-Baptiste', 'Roman Osin', 'Brin Hill', 'Viola Davis', 'Ron Schmidt', 'Rosie Perez', 'Daniel Barnz', 'Ving Rhames', 'Bill Nunn', 'Tom Williams', 'Luca Mosca', 'Kristina Boden', 'Mark Johnson', 'Holly Hunter', 'Lance Reddick', 'Emily Alyn Lind', 'Maggie Gyllenhaal', 'Oscar Isaac', 'Rusty Smith']",['Daniel Barnz'],https://www.rottentomatoes.com/m/wont_back_down_2012
Shooting Robert King,100,,1h 18m,,,,,"May 22, 2017",['documentary'],"['Vaughan Smith', 'Robert King', 'Richard Parry']",['Richard Parry'],https://www.rottentomatoes.com/m/shooting_robert_king
Sgt. Will Gardner,22,88,2h 5m,,Cinedigm,"Jan 11, 2019",,"Jan 11, 2019",['drama'],"['Lily Rabe', 'Elisabeth Röhm', 'Corey Weintraub', 'Mary Vernieu', 'JoBeth Williams', 'Tim Silano', 'Dermot Mulroney', 'Omari Hardwick', 'Robert Patrick', 'Michael Hagerty', 'Tanya Hill', 'Stuart Margolin', 'Matthew Hanson', 'Holt McCallany', 'Gary Sinise', 'Max Martini']",['Max Martini'],https://www.rottentomatoes.com/m/sgt_will_gardner
Una noche,83,70,1h 30m,,,"Aug 23, 2013",,"Sep 27, 2016",['drama'],"['Maite Artieda', 'Lucy Mulloy', 'Greisy del Valle', 'Shlomo Godder', 'Daniel Mulloy', 'Dariel Arrechaga', 'Naomi Battrick', 'Sam Martin', 'Katia Caso', 'Trevor Forrest', 'María Adelaida Méndez Bonet', 'Sandy Pérez Águila', 'Mark Nichols', 'Anailín de la Rúa de la Torre', 'Rolando Peña', 'Javier Núñez Florián']",['Lucy Mulloy'],https://www.rottentomatoes.com/m/una_noche_2013
Farmland,38,84,1h 17m,,Allentown Productions,,,"May 2, 2017",['documentary'],"['James Moll', 'Christopher Pavlick']",['James Moll'],https://www.rottentomatoes.com/m/farmland
I Am Divine,96,83,1h 30m,,Automat Pictures,,,"Aug 10, 2016",['documentary'],"['Mary Vivian Pearce', 'John Waters', 'Pat Moran', 'Greg Gorman', 'Vincent Peranio', 'Alonso Duralde', 'John Chater', 'Dan DeJesus', 'Jeffrey Schwarz', 'Mink Stole', 'Mark Payne', 'Lotti Pharriss Knowles', 'Sue Lowe', 'John Davis', 'David A. Ford', 'Michael Musto']",['Jeffrey Schwarz'],https://www.rottentomatoes.com/m/i_am_divine
William,42,45,1h 42m,,,"Apr 12, 2019",,"Mar 10, 2020",['drama'],"['Bill Haney', 'Tim Disney', 'Jonathan DuBois', 'Paul Guilfoyle', 'Beth Grant', 'Nelson Talbot', 'Peter Newman', 'Susan Park', 'Graham Talbot', 'Maria Dizzia', 'Waleed Zuaiter', 'J.T. Allen', 'Callum Airlie', 'Will Brittain', 'Amar Balaggan', 'Morgan Taylor Campbell']",['Tim Disney'],https://www.rottentomatoes.com/m/william_2019
The Amazing Catfish,100,80,1h 29m,,Canibal Networks,,,"Nov 30, 2016","['comedy', 'drama']","['Ruby Castillo', 'Lisa Owen', 'Cynthia Bordes', 'Andrea Baeza', 'Claudia Sainte-Luce', 'Wendy Guillén', 'Geminiano Pineda', 'Madame Recamier', 'Ximena Ayala', 'Philippe Akoka', 'Christian Kregel', 'Agnès Godard', 'Santiago Ricci', 'Alejandro Ramírez-Muñoz', 'Vera Wilson', 'Alain Peyrollaz', 'Sonia Franco']",['Claudia Sainte-Luce'],https://www.rottentomatoes.com/m/the_amazing_catfish
Machete Maidens Unleashed!,88,73,1h 25m,,,,,"Aug 18, 2016","['history', 'documentary', 'drama']","['Jamie Blanks', 'Pete Tombs', 'Mark Hartley', 'John Landis', 'Sara Edwards', 'Joseph Zucchero', 'Andrew Leavold', 'Roger Corman', 'Karl Von Moller', 'Veronica Fury', 'Mark Holcomb', 'Joe Dante']",['Mark Hartley'],https://www.rottentomatoes.com/m/machete_maidens_unleashed
The Devil and Miss Jones,100,81,1h 32m,,Republic,,,"Dec 19, 2016",['comedy'],"['Sherman Todd', 'Sam Wood', 'Frank Ross', 'Jean Arthur', 'Robert Cummings', 'Norman Krasna', 'William Cameron Menzies', 'S.Z. Sakall', 'Harry Stradling', 'Spring Byington', 'Charles Coburn', 'Edmund Gwenn']",['Sam Wood'],https://www.rottentomatoes.com/m/devil_and_miss_jones
In Search of Haydn,75,80,1h 42m,,Seventh Art Productions,,,"Apr 21, 2017","['music', 'documentary', 'biography']","['Juliet Stevenson', 'Phil Reynolds', 'James Hunt', 'Sophie Bevan', 'Henry Goodman', 'Emanuel Ax', 'David Waterman', 'Alison Balsom', 'Phil Grabsky']",['Phil Grabsky'],https://www.rottentomatoes.com/m/in_search_of_haydn
How It Ends,17,17,1h 53m,TVMA,,,,"Jul 13, 2018","['action', 'scifi', 'adventure', 'mysteryandthriller']","['Eric Keenleyside', 'Grace Dove', 'Josh Cruddas', 'Peter Flinckenberg', 'David M. Rosenthal', 'Lanie McAuley', 'Kelly McCormick', 'Kerry Bishé', ""Mark O'Brien"", 'Kat Graham', 'Nancy Sorel', 'Brooks McLaren', 'Ian Dimerman', 'Forest Whitaker', 'Nick Meyer', 'Tai Duncan', 'Daniel Bekerman', 'Patrick Newall', 'Theo James']",['David M. Rosenthal'],https://www.rottentomatoes.com/m/how_it_ends
