,_c0,title,critic_score,audience_score,runtime,MPAA_rating,studio,theater_release_date,dvd_release_date,streaming_release_date,genres,casts,directors,link
861,861,YaldaaNightforForgiveness,94,,1h 29m,,,,,"Jan 27, 2021",['drama'],"{'Faghiheh Soltani', 'Massoud Bakhshi', 'Fereshteh Hosseini', 'Julian Atanassov', 'Mahmoud Bakshi', 'Mehdi Sangi', 'Fereshteh Sadre Orafaiy', 'Ramona Shah', 'Behnaz Jafari', 'Babak Karimi', 'Marianne Dumoulin', 'Leila Naghdipari', 'Forough Ghajabagli', 'Jacques Comets', 'Jacques Bidou', 'Alexander Dumreicher-Ivanceanu', 'Sadaf Asgari', 'Zakieh Behbahani'}",{'Massoud Bakhshi'},https://www.rottentomatoes.com/m/yalda_a_night_for_forgiveness
862,862,GoodBoys,80,86,1h 35m,,,"Aug 16, 2019",,"Aug 27, 2019",['comedy'],"{'Lee Eisenberg', 'Keith L. Williams', 'Evan Goldberg', 'Midori Francis', 'Seth Rogen', 'Josh Fagen', 'Nathan Kahane', 'Gene Stupnitsky', 'Brady Noon', 'Lil Rel Howery', 'Jacob Tremblay', 'Will Forte', 'Brady Fujikawa', 'Millie Davis', 'Josh Caras', 'James Weaver', 'Molly Gordon', 'Izaac Wang'}",{'Gene Stupnitsky'},https://www.rottentomatoes.com/m/good_boys_2019
863,863,TheRestofUs,91,80,1h 20m,,,,,"Feb 14, 2020",['drama'],"{'Lindsay Tapscott', 'Charles Gillespie', 'Heather Graham', 'Katie Nolan', 'Aisling Chin-Yee', 'Tameka Griffiths', 'Alanna Francis', 'Jodi Balfour', 'Greg Calderone', 'Inga Cadranel', 'Abigail Pniowsky', 'Emma Fleury', 'Sophie Nélisse'}",{'Aisling Chin-Yee'},https://www.rottentomatoes.com/m/the_rest_of_us
864,864,HeartsandBones,81,57,1h 51m,,,"Nov 20, 2020",,"Nov 20, 2020",['drama'],"{'Hayley McElhinney', 'Ben Lawrence', 'Hugh Miller', 'Alan Dukes', 'Bolude Watson', 'Matt Reeder', 'Stephen Boyle', 'Stephen Fitzgibbon', 'Hugo Weaving', 'Phillip Horn', 'Brandon Burke', 'Paula Jensen', 'Toni Scanlan', 'Andrew Luri', 'Victoria Haralabidou', 'Beatrix Christian'}",{'Ben Lawrence'},https://www.rottentomatoes.com/m/hearts_and_bones
865,865,TossIt,71,,1h 57m,,,,,"Sep 19, 2019","['romance', 'drama', 'comedy']","{'Allison Frasca', 'Blair Ross', 'Phil Burke', 'Stephen Bogardus', 'Michele Remsen'}",{'Michele Remsen'},https://www.rottentomatoes.com/m/toss_it
866,866,BlindedbytheLight,89,91,1h 54m,,,"Aug 16, 2019",,"Aug 27, 2019","['music', 'drama', 'comedy']","{'Kulvinder Ghir', 'Meera Ganatra', 'Rob Brydon', 'Renee Witt', 'Dean-Charles Chapman', 'Peter Touche', 'Paul Mayeda Berges', 'Sarfraz Manzoor', 'Viveik Kalra', 'Kit Reeve', 'Jamal Daniel', 'Gurinder Chadha', 'Sally Phillips', 'Nell Williams', 'Aaron Phagura', 'Hayley Atwell', 'Jane Barclay', 'Tory Metzger'}",{'Gurinder Chadha'},https://www.rottentomatoes.com/m/blinded_by_the_light
867,867,ThePainterandtheThief,96,87,1h 42m,,,"May 22, 2020",,"May 22, 2020",['documentary'],"{'Uno Helmersson', 'Øystein Stene', 'Robert Stengård', 'Ingvil Giske', 'Barbora Kysilkova', 'Karl-Bertil Nordland', 'Morgan Neville', 'Kristoffer Kumar', 'Benjamin Ree'}",{'Benjamin Ree'},https://www.rottentomatoes.com/m/the_painter_and_the_thief
868,868,DanielIsntReal,83,58,1h 36m,,,"Dec 6, 2019",,"Oct 11, 2019","['horror', 'mysteryandthriller']","{'Johnny Chang', 'Katie Chang', 'Chukwudi Iwuji', 'Adam Egypt Mortimer', 'Faith Logan', 'Josh C. Waller', 'Miles Robbins', 'Stacy Jorgensen', 'Brian DeLeeuw', 'Elijah Wood', 'Sasha Lane', 'Timur Bekbosunov', 'Daniel Noah', 'Patrick Schwarzenegger', 'Emma Lee', 'Andrew Bridges', 'Jacqueline Honulik', 'Lisa Whalen', 'Mary Stuart Masterson', 'Hannah Marks'}",{'Adam Egypt Mortimer'},https://www.rottentomatoes.com/m/daniel_isnt_real
869,869,SevenStagestoAchieveEternalBlissbyPassingThroughtheGatewayChosenbytheHolyStorsh,65,52,1h 36m,,,"Mar 6, 2020",,"Mar 16, 2020",['comedy'],"{'Christopher Hewitson', 'Ryan Simpkins', 'Rhea Seehorn', 'Mark McKinney', 'Stacy Jorgensen', 'Sam Huntington', 'Kate Micucci', 'Taika Waititi', 'Vivieno Caldinelli', 'Dan Harmon', 'Michael Moran', 'Justin Jones', 'Patrick McErlean', 'Mindy Sterling', 'Hannah Pillemer', 'Fernando Szew', 'Lilan Bowden', 'Matt Jones', 'Clayton Hewitson'}",{'Vivieno Caldinelli'},https://www.rottentomatoes.com/m/seven_stages_to_achieve_eternal_bliss
870,870,DisappearanceatCliftonHill,72,,1h 40m,,,"Feb 28, 2020",,"Feb 28, 2020","['mysteryandthriller', 'drama']","{'Marie-Josée Croze', 'Andy McQueen', 'Catherine Lutes', 'James Schultz', 'Omar Chalabi', 'Cam McLauchlin', 'Hannah Gross', 'Niv Fichman', 'Alex Sowinski', 'Fraser Ash', 'Aaron Poole', 'Noah Reid', 'Dan Lett', 'Albert Shin', 'Tuppence Middleton', 'Kevin Krikst', 'Eric Johnson', 'David Cronenberg'}",{'Albert Shin'},https://www.rottentomatoes.com/m/disappearance_at_clifton_hill
871,871,LoveWeddingsOtherDisasters,4,33,1h 36m,,,"Dec 4, 2020",,"Dec 4, 2020",['romance'],"{'Nadine de Barros', 'Jesse McCartney', 'Adrian Politowski', 'Andrew Bachelor', 'Michael Rachmil', 'Todd Stashwick', 'Martin Metz', 'Jeremy Irons', 'Maggie Grace', 'Dan Reardon', 'Diane Keaton', 'Shanan Becker', 'William V. Bromley', 'Diego Boneta', 'Dennis Dugan', 'Veronica Ferres', 'Chandra West'}",{'Dennis Dugan'},https://www.rottentomatoes.com/m/love_weddings_and_other_disasters
872,872,TheMindfulnessMovement,50,100,1h 41m,,,"Apr 10, 2020",,"Apr 10, 2020",['documentary'],{'Rob Beemer'},{'Rob Beemer'},https://www.rottentomatoes.com/m/the_mindfulness_movement
873,873,LX,45,68,1h 44m,,,"Sep 25, 2020",,"Sep 25, 2020",['scifi'],"""{'Gabrielle Cassi', 'Juliet Aubrey', 'Thomas Buelens', 'Paulius Jurevicius', 'Delroy Lindo', 'Jay Hayden', """"James D'Arcy""""", 'Karolis Malinauskas', 'Pedro Tarantino Pimentel'
874,874,MissFisherandtheCryptofTears,67,,1h 41m,,,"Mar 13, 2020",,"May 22, 2020","['adventure', 'mysteryandthriller']","{'Rupert Penry-Jones', 'Ashleigh Cummings', 'Hugo Johnstone-Burt', 'Jacqueline McKenzie', 'Tony Tilse', 'Deborah Cox', 'Ian Bliss', 'John Waters', 'Miriam Margolyes', 'Nathan Page', 'Essie Davis', 'Daniel Lapaine'}",{'Tony Tilse'},https://www.rottentomatoes.com/m/miss_fisher_and_the_crypt_of_tears
875,875,ZombieforSale,89,79,,,,,,"Jul 1, 2020",[],"{'Lee Su-gyeong', 'Uhm Ji-won', 'Lee Min-jae', 'Jeong Jae-young', 'Kim Nam-gil'}",{'Lee Min-jae'},https://www.rottentomatoes.com/m/zombie_for_sale
876,876,SweetnessintheBelly,40,67,1h 50m,,,,,"May 8, 2020",['drama'],"{'Gavin Drea', 'Susan Mullen', 'Laura Phillips', 'Laura Bickford', 'Dakota Fanning', 'Alan Moloney', 'Tim Fleming', 'Yahya Abdul-Mateen II', 'Wunmi Mosaku', 'Amerjit Deu', 'Peter Bankole', 'Adrian Sturges', 'Jennifer Kawaja', 'Cleo Sylvestre', 'Zeresenay Mehari', 'Julia Sereny', 'Fiona Drukenmiller'}",{'Zeresenay Mehari'},https://www.rottentomatoes.com/m/sweetness_in_the_belly
877,877,TheRiotAct,65,76,1h 41m,,,"Sep 14, 2018",,"Oct 21, 2019","['western', 'mysteryandthriller']","{'Devon Parks', 'Lauren Sweetser', 'Connor Price', 'Brett Cullen'}",{'Devon Parks'},https://www.rottentomatoes.com/m/the_riot_act
878,878,WhiteNoise,87,74,1h 34m,,,,,"Oct 21, 2020",['documentary'],"{'Jeffrey Goldberg', 'Kasia Cieplak-Mayr Von Baldegg', 'Carlos Rojas', 'Daniel Lombroso', 'Gil Talmi'}",{'Daniel Lombroso'},https://www.rottentomatoes.com/m/white_noise_2020
879,879,Fagara,100,88,2h,,,"Sep 13, 2019",,"Mar 25, 2020",['drama'],"{'Richie Jen', 'Andy Lau', 'Ann Hui', 'Kenny Bee', 'Linda Jui-Chi Liu', 'Vicky Chen', 'Megan Lai', 'Heiward Mak', 'Xiaofeng Li', 'Sammi Cheng'}",{'Heiward Mak'},https://www.rottentomatoes.com/m/fagara
880,880,UncutGems,91,52,2h 15m,,,"Dec 25, 2019",,"Dec 13, 2019","['mysteryandthriller', 'comedy']","{'Judd Hirsch', 'Darius Khondji', 'Jonathan Aranbayev', 'Adam Sandler', 'Idina Menzel', 'Josh Safdie', 'Martin Scorsese', 'Julia Fox', 'Oscar Boyson', 'Kevin Garnett', 'Benny Safdie', 'Emma Tillinger Koskoff', 'Daniel Lopatin', 'David Koplan', 'Lakeith Stanfield', 'Sebastian Bear-McClard', 'Ronald Bronstein', 'Mike Francesa', 'Eric Bogosian', 'Keith Williams Richards'}","{'Benny Safdie,                                                     Josh Safdie'}",https://www.rottentomatoes.com/m/uncut_gems
881,881,StageTheCulinaryInternship,83,,1h 30m,,,"May 29, 2020",,"May 29, 2020",['documentary'],"{'Lindsay Kutner', 'Abby Ainsworth'}",{'Abby Ainsworth'},https://www.rottentomatoes.com/m/stage_the_culinary_internship
882,882,TheFuries,66,49,1h 22m,,,,,"Mar 3, 2020","['mysteryandthriller', 'action']","""{'Ebony Vagulans', 'Kaitlyn Boyé', 'Airlie Dodds', """"Tom O'Sullivan""""", 'Danielle Horvat', 'Jessica Baker'
883,883,JudyPunch,77,61,1h 45m,,,"Jun 5, 2020",,"Jun 4, 2020",['comedy'],"{'Daisy Axon', 'Mirrah Foulkes', 'Danny Gabai', 'Lucy Honigman', 'Vincent Landay', 'Lucy Punch', 'Damon Herriman', 'Natalie Farrey', 'Michele Bennett', 'Eddy Moretti', 'Nash Edgerton', 'Terry Norris', 'Tom Punch', 'Benedict Hardie', 'Virginia Gay', 'Tom Budge', 'Mia Wasikowska'}",{'Mirrah Foulkes'},https://www.rottentomatoes.com/m/judy_and_punch
884,884,TheTraitor,84,71,2h 25m,,,"Jan 31, 2020",,"May 8, 2020","['crime', 'drama', 'biography']","{'Gabriele Cicirello', 'Caio Gullane', 'Ludovica Rampoldi', 'Beppe Caschetto', 'Maria Fernanda Cândido', 'Pierfrancesco Favino', 'Luigi Lo Cascio', 'Alessio Praticò', 'Goffredo Maria Bruno', 'Francesco Piccolo', 'Massimiliano Ubaldi', 'Fabiano Gullane', 'Jacopo Garfagnoli', 'Fabrizio Ferracane', 'Fausto Russo Alesi', 'Marco Bellocchio', 'Valia Santella'}",{'Marco Bellocchio'},https://www.rottentomatoes.com/m/the_traitor_2020
885,885,Ravage,57,28,1h 17m,,,"Aug 14, 2020",,"Aug 21, 2020","['horror', 'mysteryandthriller', 'action']","{'Chris Pinkalla', 'Bruce Dern', 'Burton Gray', 'Joshua Brady', 'Annabelle Dexter-Jones', 'Robert Longstreet', 'Jacques Brautbar', 'Marsha Oglesby', 'Bennett Krishock', 'Ross Partridge', 'Eric Nelsen', 'Christopher Walters', 'Teddy Grennan', 'Oliver Kennan', 'Emily Granville', 'Alejandro De Castro'}",{'Teddy Grennan'},https://www.rottentomatoes.com/m/ravage_2020
886,886,MySummerasaGoth,17,,,,,,,"Nov 11, 2020",['drama'],"{'Natalie Shershow', 'Connor Muhl', 'Gary Nolton', 'Megan Clare Johnson', 'Lauren Guiteras', 'Mike Vaughn', 'Emily von W. Gilbert', 'Natasha Duvall', 'Rachelle Henry', 'Tara Johnson-Medinger'}",{'Tara Johnson-Medinger'},https://www.rottentomatoes.com/m/my_summer_as_a_goth
887,887,toParty,57,,1h 20m,,,"Nov 6, 2020",,"Dec 1, 2020",['comedy'],"{'Nikola Duravcevic', 'Ashling Doyle', 'Stephanie Marin', 'Sam McCarthy', 'Nolan Lyons', 'Andrew Cahill', 'Oliver Gifford', 'Kate Williams', 'Kevin Daniel Carey', 'Gris Jordana', 'Alivia Clark', 'James Freedson-Jackson', 'Emily Ziff Griffin', 'Dylan Neely', 'Tanner Flood', 'Enzo Cellucci', 'Sam Bader', 'Jeff Roda'}",{'Jeff Roda'},https://www.rottentomatoes.com/m/18_to_party
888,888,TwoOne,56,22,1h 40m,,,,,"Feb 5, 2020","['drama', 'scifi']","{'Juan Cabral', 'Larry Smith', 'Ashley Ross', 'Flora Fernandez-Marengo', 'Beau Bridges', 'Sam Higgins', 'Nicolas Barry', 'Boyd Holbrook', 'Song Yang', 'Chris Clark', 'David Valleau', 'Michael Jovanovski', 'Jane McGregor', 'Anna Van Hooft', 'Raymond Ma', 'Candus Churchill', 'Rosanne Kang'}",{'Juan Cabral'},https://www.rottentomatoes.com/m/21_2020
889,889,StarsandStrife,90,12,,,,,,"Aug 4, 2020",['documentary'],"{'Alan Greenspan', 'David Smick'}",{'David Smick'},https://www.rottentomatoes.com/m/stars_and_strife
890,890,KateNashUnderestimatetheGirl,88,,,,,,,"Sep 17, 2020",['documentary'],"{'Nicholas Lattimore Kane', 'Mitch Arens', 'Caitlin Dixon', 'Amy Goldstein', 'Anouchka van Riel'}",{'Amy Goldstein'},https://www.rottentomatoes.com/m/kate_nash_underestimate_the_girl
891,891,TheDarkDivide,92,68,1h 47m,,,"Sep 18, 2020",,"Nov 10, 2020","['adventure', 'drama']","{'Kimberly Guerrero', 'Debra Messing', 'Gary Farmer', 'Olivia Ritchie', 'Ryan James Frost', 'Cameron Esposito', 'Sam Hook', 'David Koechner', 'Ayanna Berkshire', 'Thane Ritchie', 'Jory Weitz', 'Aaron Boyd', 'Sean Bagley', 'Reap Thomas Hume', 'Tom Putnam', 'David Cross'}",{'Tom Putnam'},https://www.rottentomatoes.com/m/the_dark_divide
892,892,WhatYouGonnaDoWhenTheWorldsOnFire,87,56,2h 3m,,,,,"Apr 6, 2020",['documentary'],"{'Denise Ping Lee', 'Paolo Benzi', 'Dorothy Hill', 'Roberto Minervini'}",{'Roberto Minervini'},https://www.rottentomatoes.com/m/what_you_gonna_do_when_the_worlds_on_fire
893,893,Followed,73,45,1h 37m,,,"Jun 19, 2020",,"Sep 1, 2020",['horror'],"{'Nelson Pun', 'Caitlin Grace', 'Richard Barner', 'Matthew Brewbaker', 'Tim Drier', 'Antoine Le', 'Greg Berlant', 'Matthew Solomon', 'John Savage', 'Sam Valentine', 'Todd Klick', 'Grant Cramer', 'Christopher Ross Martin', 'Gregory Adkins', 'Kelsey Griswold'}",{'Antoine Le'},https://www.rottentomatoes.com/m/followed
894,894,Spell,46,56,1h 31m,,,"Oct 30, 2020",,"Oct 30, 2020","['horror', 'mysteryandthriller']","{'Gordon Gray', 'Mark Tonderai', 'Steve Mululu', 'André Jacobs', 'Ben Onono', 'Omari Hardwick', 'John Beasley', 'Kalifa Burton', 'Kurt Wimmer', 'Brian Wilkins', 'Sarah C. Reeves', 'Loretta Devine', 'Jacques Jouffret', 'Lorraine Burroughs', 'Morris Chestnut', 'Tumisho Masha', 'Peter Butler', 'Hannah Gonera'}",{'Mark Tonderai'},https://www.rottentomatoes.com/m/spell_2020
895,895,TheMentor,43,100,1h 14m,,,,,"Apr 26, 2020",['mysteryandthriller'],"{'Brandi Nicole Payne', 'Matthew Boyd', 'Liz Sklar', 'Moez Solis', 'Julie Lockfield', 'Elton Bradman', 'Geeta Rai', 'Corey Jackson', 'Alana Miller', 'Mike Bash', 'Kate Geaghan', 'Mary Ann Rodgers'}",{'Moez Solis'},https://www.rottentomatoes.com/m/the_mentor_2020
896,896,LoveExpressTheDisappearanceofWalerianBorowczyk,56,,1h 12m,,,"Aug 21, 2020",,"Aug 21, 2020",['documentary'],"{'Radek Ladczuk', 'Katarzyna Siniarska', 'Neil Jordan', 'Kuba Mikurda', 'Danuta Krasnohorska', 'Marek Kralovsky', 'Terry Gilliam', 'Patrice Leconte', 'Stefan Wesolowski', 'Andrzej Wajda'}",{'Kuba Mikurda'},https://www.rottentomatoes.com/m/love_express_the_disappearance_of_walerian_borowczyk
897,897,RayaandtheLastDragon,94,88,1h 48m,,,"Mar 5, 2021",,"Mar 5, 2021","['kidsandfamily', 'adventure', 'animation', 'fantasy']","{'Jona Xiao', 'Sandra Oh', 'Gemma Chan', 'Awkwafina', 'Peter Del Vecho', 'Izaac Wang', 'James Newton Howard', 'Carlos López Estrada', 'Osnat Shurer', 'Kelly Marie Tran', 'Paul Briggs', 'Qui Nguyen', 'Benedict Wong', 'Adele Lim', 'Daniel Dae Kim', 'Paul A. Felix', 'Lucille Soong', 'John Ripa', 'Don Hall', 'Thalia Tran'}","{'Don Hall,                                                     Carlos López Estrada'}",https://www.rottentomatoes.com/m/raya_and_the_last_dragon
