title,audience_score,plot_des,release_year,runtime,budget,box_office_gross,studio,mpaa_rating,theater_release_date,directors,casts,genre,award
INVINCIBLE,71,"Based on the story of Vince Papale, a 30-year-old bartender from South Philadelphia who overcame long odds to play for the NFL's Philadelphia Eagles in 1976.",2006,105,51351388,75076793,Walt Disney Pictures,PG,8/25/2006,['Ericson Core'],"['Mark Wahlberg', 'Greg Kinnear', 'Elizabeth Banks', 'Kevin Conway']","['Biography', 'Drama', 'Sport']",0
NIGHTWATCHING,65,"An extravagant, exotic and moving look at Rembrandt's romantic and professional life, and the controversy he created by the identification of a murderer in the painting 'The Night Watch'.",2007,134,9361742,871945,ContentFilm International,R,11/2/2007,['Peter Greenaway'],"['Martin Freeman', 'Emily Holmes', 'Eva Birthistle', 'Jodhi May']","['Biography', 'Drama', 'History', 'Mystery']",0
ONCE IN A LIFETIME THE EXTRAORDINARY STORY OF THE NEW YORK COSMOS,73,The rise and fall of the N.Y. Cosmos. The soccer team that brought Pele to America; against the backdrop of N.Y. City in the 70's.,2006,97,1283784,274424,Passion Pictures,PG-13,7/7/2006,"['Paul Crowder', 'John Dower']","['Pelé', 'Giorgio Chinaglia', 'Matt Dillon', 'Ahmet Ertegun']","['Documentary', 'Sport']",0
VENUS,71,Life for a pair of veteran actors gets turned upside down after they meet a brash teenager.,2006,95,3851354,9398984,Miramax,R,2/16/2007,['Roger Michell'],"[""Peter O'Toole"", 'Jodie Whittaker', 'Leslie Phillips', 'Beatrice Savoretti']","['Comedy', 'Drama', 'Romance']",0
URO,59,"Turning his back on a delinquent past and joining the police force, HP is determined to start doing the right thing. Soon he finds himself trapped in a web of lies, stretching out from both sides of the law. HP soon realizes that his present mission is closely connected to his own past, and that everything he worked so hard to escape from, is coming back to haunt him.",2006,104,17613526,2619661,Friland,R,8/25/2006,['Stefan Faldbakken'],"['Nicolai Cleve Broch', 'Ane Dahl Torp', 'Ahmed Zeyan', 'Bjørn Floberg']","['Action', 'Crime', 'Thriller']",0
ANGEL,58,"The rise and fall of a young eccentric British writer, in the early 20th century.",2007,134,18598662,3539865,Fidélité Productions,Unrated,3/14/2007,['François Ozon'],"['Romola Garai', 'Sam Neill', 'Lucy Russell', 'Michael Fassbender']","['Drama', 'Romance']",0
THE BIG YEAR,62,"Two bird enthusiasts try to defeat the cocky, cutthroat world record holder in a year-long bird-spotting competition.",2011,100,47173904,9411097,Fox 2000 Pictures,PG,10/14/2011,['David Frankel'],"['Owen Wilson', 'Jack Black', 'Steve Martin', 'John Cleese']",['Comedy'],0
A FROZEN FLOWER,71,A historical drama set in the Koryo dynasty and focused on the relationship between a king and his bodyguard.,2008,133,12020780,22816334,Opus Pictures,,12/30/2008,['Ha Yoo'],"['In-Sung Jo', 'Ju Jin-Mo', 'Song Ji-Hyo', 'Cho Jin-woong']","['Drama', 'History', 'Romance']",0
AFRICAN CATS,75,"Meet Mara, an endearing lion cub striving to be like her mother; Sita, a cheetah and single mother of five; and Fang, a proud leader of the pride who must defend his family from a rival lion.",2011,89,5752915,35504400,Disneynature,G,4/22/2011,"['Keith Scholey', 'Alastair Fothergill']","['Samuel L. Jackson', 'Patrick Stewart']","['Documentary', 'Adventure']",0
SNOW FLOWER AND THE SECRET FAN,61,A story set in nineteenth-century China and focusing on the life-long friendship between two girls who develop their own secret code as a way to contend with the rigid social norms imposed on women.,2011,120,6903498,13057052,IDG China Media,PG-13,9/30/2011,['Wayne Wang'],"['Bingbing Li', 'Jun Ji-Hyun', 'Vivian Wu', 'Russell Wong']","['Drama', 'History']",0
THE NAMES OF LOVE,72,"A young, extroverted left-wing activist who sleeps with her political opponents to convert them to her cause is successful until she meets her match.",2010,100,5459747,8075543,Delante Films,R,11/24/2010,['Michel Leclerc'],"['Sara Forestier', 'Jacques Gamblin', 'Zinedine Soualem', 'Carole Franck']","['Comedy', 'Drama', 'Romance']",0
MARIE KRYER,63,The story of the marriage between the painters Marie and P.S. Krøyer.,2012,102,7327157,3812775,Film i Väst,,9/27/2012,['Bille August'],"['Birgitte Hjort Sørensen', 'Søren Sætter-Lassen', 'Sverrir Gudnason', 'Lene Maria Christensen']","['Biography', 'Drama']",0
HOWL,54,"When passengers on a train are attacked by a creature, they must band together in order to survive until morning.",2015,92,1091951,521577,Starchild Pictures,Unrated,10/9/2015,['Paul Hyett'],"['Elliot Cowan', 'Rosie Day', 'Calvin A. Dean', 'Sam Gittins']","['Action', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",0
WHAT WE DO IN THE SHADOWS,77,"Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts.",2014,86,1749195,7929497,Unison Films,R,2/13/2015,"['Jemaine Clement', 'Taika Waititi']","['Jemaine Clement', 'Taika Waititi', 'Cori Gonzalez-Macuer', 'Jonny Brugh']","['Comedy', 'Horror']",0
CHEK DOU,56,"A nuclear device, DC8, has been stolen from South Korea. As the weapon will change hands in Hong Kong, Inspector Lee sets up a task force in order to get it back. But the elusive criminal mastermind, Helios, is always a step ahead of Lee.",2015,118,28390731,41426450,Media Asia Films,,5/8/2015,"['Lok Man Leung', 'Lok Man Leung', 'Kim-Ching Luk', 'Kim-Ching Luk']","['Chen Chang', 'Si Won Choi', 'Kim Hae-sook', 'Kate Hawkins']","['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",0
CAF SOCIETY,66,"In the 1930s, a Bronx native moves to Hollywood and falls in love with a young woman who is seeing a married man.",2016,96,32350431,47191997,Gravier Productions,PG-13,8/5/2016,['Woody Allen'],"['Jesse Eisenberg', 'Kristen Stewart', 'Steve Carell', 'Blake Lively']","['Comedy', 'Drama', 'Romance']",1
THE WILD LIFE,54,A daring parrot recounts how Robinson Crusoe came to be stranded on a tropical island.,2016,91,14018520,43215265,Summit Entertainment,PG,9/9/2016,"['Vincent Kesteloot', 'Ben Stassen', 'Mimi Maynard']","['Matthias Schweighöfer', 'Kaya Yanar', 'Ilka Bessin', 'Dieter Hallervorden']","['Animation', 'Adventure', 'Comedy', 'Family']",0
SPACEHUNTER ADVENTURES IN THE FORBIDDEN ZONE,55,"On a distant planet inhabited by mutants, two bounty-hunters race to rescue three Earth female captives from the clutches of an evil mutant warlord.",1983,90,37418457,42818837,Columbia Pictures,PG,5/20/1983,['Lamont Johnson'],"['Peter Strauss', 'Molly Ringwald', 'Ernie Hudson', 'Andrea Marcovicci']","['Action', 'Adventure', 'Sci-Fi']",0
THE TERMINATOR,80,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",1984,107,15942159,195219717,Cinema '84,R,10/26/1984,['James Cameron'],"['Arnold Schwarzenegger', 'Linda Hamilton', 'Michael Biehn', 'Paul Winfield']","['Action', 'Sci-Fi']",0
CRIMEWAVE,57,"A pair of whacked-out cartoon-like exterminator/hitmen kill the owner of a burglar-alarm company, and stalk the partner who hired them, his wife, and a nerd framed for the murder, who tells the story in flashback from the electric chair.",1985,83,7215920,12269,Columbia Pictures,PG-13,4/25/1986,['Sam Raimi'],"['Louise Lasser', 'Brion James', 'Paul L. Smith', 'Sheree J. Wilson']","['Comedy', 'Crime', 'Horror']",0
SLAM DANCE,53,"An artist, framed for the murder of a woman, is drawn into a web of corruption, blackmail and deceit.",1987,92,10252196,926983,Zenith Entertainment,R,10/2/1987,['Wayne Wang'],"['Tom Hulce', 'Mary Elizabeth Mastrantonio', 'Virginia Madsen', 'Don Keith Opper']","['Crime', 'Drama', 'Mystery', 'Thriller']",0
BULLETPROOF,50,"Oft-wounded L.A. cop Gary Busey invades Mexico to rescue U.S. Army types from a Soviet Agent. Henry Silva, Darlanne Fluege.",1987,93,11391329,1840718,Cinetel Films,R,8/28/1987,['Steve Carver'],"['Gary Busey', 'Darlanne Fluegel', 'Henry Silva', 'Thalmus Rasulala']",['Action'],0
MATINEE,69,A small-time film promoter releases a kitschy horror film during the Cuban Missile Crisis.,1993,99,23284034,17074173,Universal Pictures,PG,1/29/1993,['Joe Dante'],"['John Goodman', 'Cathy Moriarty', 'Simon Fenton', 'Omri Katz']","['Comedy', 'Drama']",0
A VERY BRADY SEQUEL,57,"The Bradys are surprised when a man claiming to be Carol's long lost first husband shows up at their home. Before long, his strange actions cause them to question his motives.",1996,90,19794340,35367128,Paramount Pictures,PG-13,8/23/1996,['Arlene Sanford'],"['Shelley Long', 'Gary Cole', 'Tim Matheson', 'Christopher Daniel Barnes']",['Comedy'],0
THE OPPOSITE OF SEX,64,"A 16-year-old girl visits her gay half-brother and ends up seducing his boyfriend, thus wreaking havoc on all of their lives.",1997,105,8062647,9483878,Rysher Entertainment,R,5/22/1998,['Don Roos'],"['Christina Ricci', 'Martin Donovan', 'Lisa Kudrow', 'Lyle Lovett']","['Comedy', 'Drama', 'Romance']",0
HAMLET,60,Modern-day New York City adaptation of Shakespeare's immortal story about Hamlet's plight to avenge his father's murder.,2000,112,3005934,3075722,double A Films,R,6/23/2000,['Michael Almereyda'],"['Ethan Hawke', 'Kyle MacLachlan', 'Diane Venora', 'Sam Shepard']","['Drama', 'Romance', 'Thriller']",0
CHRISTMAS IN THE CLOUDS,65,"During the holidays at a ski resort in Utah run by a Native American tribe, the overworked manager and a widowed woman from the big city overcome mistaken identities and intrusive guests in their pursuit of romance.",2001,96,4384150,408054,Random Ventures,PG,12/4/2005,['Kate Montgomery'],"['Timothy Vahle', 'Sam Vlahos', 'Mariana Tosca', 'M. Emmet Walsh']","['Comedy', 'Family', 'Romance']",0
ON THE LINE,42,"A shy advertising employee meets his dream girl on the El train, but doesn't remember to get her phone number, resulting in an all-out search for the mystery girl",2001,85,23382134,6641404,A Happy Place,PG,10/26/2001,['Eric Bross'],"['Lance Bass', 'Joey Fatone', 'Emmanuelle Chriqui', 'GQ']","['Comedy', 'Family', 'Romance']",0
IMMORTAL,60,"In the distant future, Earth is occupied by ancient gods and genetically altered humans. When a god is sentenced to death he seeks a new human host and a woman to bear his child.",2004,103,30279105,9826942,Téléma,R,3/24/2004,['Enki Bilal'],"['Linda Hardy', 'Thomas Kretschmann', 'Charlotte Rampling', 'Yann Collette']","['Animation', 'Action', 'Crime', 'Drama', 'Sci-Fi']",0
HATE CRIME,63,"Robbie and Trey are gay, middle-class, suburban professionals. Life is good. Until the son of a fundamentalist preacher moves in next door.",2005,104,662598,54012,Pasidg Productions Inc.,R,1/14/2005,['Tommy Stovall'],"['Seth Peterson', 'Bruce Davison', 'Chad Donella', 'Cindy Pickett']","['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",0
THE TALE OF DESPEREAUX,61,An unusually brave mouse helps to restore happiness to a forlorn kingdom after making friends with a gentleman rat.,2008,93,72124680,104529433,Universal Pictures,G,12/19/2008,"['Sam Fell', 'Robert Stevenhagen']","['Matthew Broderick', 'Emma Watson', 'Dustin Hoffman', 'Tracey Ullman']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",1
VIRGIN TERRITORY,48,Young Florentines take refuge from the black plague and engage in bawdy adventures and lusty exchanges.,2007,97,47432830,6753872,Carthago Films S.a.r.l.,R,7/23/2008,['David Leland'],"['Hayden Christensen', 'Mischa Barton', 'Ryan Cartwright', 'Christopher Egan']","['Adventure', 'Comedy', 'History', 'Romance']",0
PIRATES OF THE CARIBBEAN AT WORLDS END,71,"Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.",2007,169,374469716,1199546947,Walt Disney Pictures,PG-13,5/25/2007,['Gore Verbinski'],"['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Geoffrey Rush']","['Action', 'Adventure', 'Fantasy']",1
GRACE IS GONE,67,"Upon hearing his wife was killed in the Iraq war, a father takes his two daughters on a road trip.",2007,85,2496464,1348118,Plum Pictures,PG-13,1/10/2008,['Jim Strouse'],"['John Cusack', 'Emily Churchill', 'Rebecca Spence', 'Jennifer Tyler']","['Drama', 'War']",0
SANCTUM,59,An underwater cave diving team experiences a life-threatening crisis during an expedition to the unexplored and least accessible cave system in the world.,2011,108,34517491,124964030,Universal Pictures,R,2/4/2011,['Alister Grierson'],"['Rhys Wakefield', 'Allison Cratchley', 'Christopher James Baker', 'Richard Roxburgh']","['Action', 'Adventure', 'Drama', 'Thriller']",0
ST GIUSEPPE MOSCATI DOCTOR TO THE POOR,80,Tells the story of how a pious doctor in 19th Century Italy changes the way patients are treated in the city of Napoli.,2007,200,5929103,58726,Artis Edizioni Digitali,,9/26/2007,['Giacomo Campiotti'],"['Giuseppe Fiorello', 'Kasia Smutniak', 'Ettore Bassi', 'Emanuela Grimalda']","['Biography', 'Drama']",0
MADAGASCAR 3 EUROPES MOST WANTED,68,"The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal control officer.",2012,93,163451984,841970791,DreamWorks Animation,PG,6/8/2012,"['Eric Darnell', 'Tom McGrath', 'Conrad Vernon']","['Ben Stiller', 'Jada Pinkett Smith', 'Chris Rock', 'David Schwimmer']","['Animation', 'Adventure', 'Comedy', 'Family']",0
THE PIRATES BAND OF MISFITS,67,Pirate Captain sets out on a mission to defeat his rivals Black Bellamy and Cutlass Liz for the Pirate of the year Award. The quest takes Captain and his crew from the shores of Blood Island to the foggy streets of Victorian London.,2012,88,61999028,138713291,Columbia Pictures,PG,4/27/2012,"['Peter Lord', 'Jeff Newitt']","['Hugh Grant', 'Salma Hayek', 'Jeremy Piven', 'Martin Freeman']","['Animation', 'Adventure', 'Comedy', 'Family']",0
RIO I LOVE YOU,52,"Third installment of the Cities of Love series (Paris, je t'aime / New York, I Love You / Rio, Eu Te Amo), this collective feature-film is made of 10 stories of romance set in Rio de Janeiro, Brazil.",2014,110,21864946,657847,Conspiração Filmes,R,9/11/2014,"['Vicente Amorim', 'Guillermo Arriaga', 'Stephan Elliott', 'Sang-soo Im', 'Nadine Labaki', 'Fernando Meirelles', 'José Padilha', 'Carlos Saldanha', 'Paolo Sorrentino', 'John Turturro', 'Andrucha Waddington', 'César Charlone']","['Basil Hoffman', 'Emily Mortimer', 'Rodrigo Santoro', 'Bruna Linzmeyer']","['Comedy', 'Drama', 'Fantasy', 'Romance']",0
COLOMBIANA,64,A young girl in Bogotá witnesses her parents' murder and grows up to be a stone-cold assassin.,2011,108,46023321,82276398,EuropaCorp,PG-13,8/26/2011,['Olivier Megaton'],"['Zoe Saldana', 'Michael Vartan', 'Callum Blue', 'Jordi Mollà']","['Action', 'Drama', 'Thriller']",0
MARA,51,"Sophie wakes up, hears scary noises from her parents' bedroom and sees her dad dead. A psychologist arrives there to determine what happened.",2018,98,5153400,682072,Moon River Studios,R,9/7/2018,['Clive Tonge'],"['Olga Kurylenko', 'Craig Conway', 'Javier Botet', 'Rosie Fellner']","['Crime', 'Horror', 'Thriller']",0
RESIDENT EVIL RETRIBUTION,54,Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.,2012,95,73271579,270720737,Constantin Film International,R,9/14/2012,['Paul W.S. Anderson'],"['Milla Jovovich', 'Sienna Guillory', 'Michelle Rodriguez', 'Aryana Engineer']","['Action', 'Horror', 'Sci-Fi', 'Thriller']",0
FORCE,64,A vengeful gangster targets and terrorizes an entire police unit and their families.,2011,137,138069965,6110098,Fox STAR Studios,R,9/30/2011,['Nishikant Kamat'],"['John Abraham', ""Genelia D'Souza"", 'Vidyut Jammwal', 'Raj Babbar']","['Action', 'Crime', 'Drama', 'Thriller']",0
ADORE,62,A pair of childhood friends and neighbors fall for each other's sons.,2013,112,17775709,1750628,Gaumont,R,4/3/2013,['Anne Fontaine'],"['Naomi Watts', 'Robin Wright', 'Xavier Samuel', 'James Frecheville']","['Drama', 'Romance']",0
THE ADMIRAL ROARING CURRENTS,71,Admiral Yi Sun-sin faces a tough challenge when he is forced to defend his nation with just 13 battleships against 300 Japanese enemy ships in the Battle of Myeongryang.,2014,128,10385849,151242304,CJ Entertainment,Unrated,9/5/2014,['Han-min Kim'],"['Choi Min-sik', 'Seung-ryong Ryu', 'Cho Jin-woong', 'Myung-gon Kim']","['Action', 'Drama', 'History', 'War']",0
THE BOSS BABY,63,"A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.",2017,97,131981784,557455090,DreamWorks Animation,PG,3/31/2017,['Tom McGrath'],"['Alec Baldwin', 'Steve Buscemi', 'Jimmy Kimmel', 'Lisa Kudrow']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",0
SUBURRA,74,"A gangster known as ""Samurai"" wants to turn the waterfront of Rome into a new Las Vegas. All the local mob bosses have agreed to work for this common goal. But peace is not to last long.",2015,130,7643658,5697069,Cattleya,,10/14/2015,['Stefano Sollima'],"['Pierfrancesco Favino', 'Elio Germano', 'Claudio Amendola', 'Alessandro Borghi']","['Crime', 'Drama', 'Thriller']",0
